1,552,551,1
2,507,507,1
3,771,769,1
4,378,377,1
5,636,634,1
6,342,342,1
7,564,562,1
8,777,776,1
9,327,327,1
10,993,991,1
11,576,576,1
12,234,232,1
13,894,892,1
14,903,903,1
15,288,288,1
16,858,857,1
17,687,687,1
18,513,511,1
19,564,563,1
20,534,534,1
21,315,314,1
22,669,668,1
23,879,877,1
24,399,397,1
25,804,802,1
26,51,51,1
27,249,249,1
28,540,540,1
29,261,259,1
30,438,437,1
31,663,662,1
32,894,893,1
33,303,301,1
34,798,796,1
35,765,764,1
36,291,290,1
37,603,602,1
38,981,980,1
39,192,191,1
40,705,704,1
41,813,813,1
42,474,474,1
43,963,962,1
44,57,56,1
45,819,819,1
46,153,152,1
47,399,397,1
48,987,985,1
49,213,213,1
50,39,38,1
51,834,832,1
52,735,735,1
53,252,252,1
54,66,66,1
55,333,333,1
56,639,639,1
57,507,507,1
58,657,657,1
59,18,17,1
60,432,432,1
61,771,769,1
62,483,483,1
63,780,778,1
64,204,202,1
65,123,123,1
66,930,930,1
67,987,986,1
68,906,906,1
69,999,997,1
70,810,810,1
71,555,554,1
72,885,884,1
73,843,842,1
74,228,226,1
75,168,167,1
76,255,255,1
77,279,279,1
78,234,234,1
79,369,369,1
80,606,604,1
81,612,612,1
82,243,243,1
83,438,438,1
84,375,375,1
85,699,698,1
86,177,177,1
87,45,43,1
88,198,196,1
89,423,421,1
90,507,507,1
91,387,387,1
92,642,642,1
93,690,690,1
94,339,337,1
95,567,565,1
96,612,611,1
97,699,698,1
98,390,389,1
99,915,913,1
100,651,649,1
101,693,693,1
102,963,962,1
103,789,787,1
104,252,250,1
105,768,768,1
106,522,520,1
107,249,247,1
108,87,85,1
109,297,295,1
110,423,421,1
111,210,210,1
112,957,955,1
113,972,970,1
114,486,484,1
115,873,871,1
116,111,110,1
117,108,108,1
118,930,930,1
119,177,175,1
120,117,116,1
121,768,766,1
122,564,563,1
123,681,679,1
124,453,452,1
125,930,928,1
126,954,953,1
127,525,525,1
128,888,887,1
129,864,864,1
130,447,445,1
131,909,907,1
132,456,456,1
133,483,481,1
134,12,11,1
135,876,874,1
136,636,636,1
137,405,405,1
138,690,690,1
139,288,288,1
140,468,466,1
141,549,547,1
142,489,489,1
143,579,578,1
144,918,916,1
145,273,273,1
146,51,51,1
147,324,322,1
148,804,804,1
149,171,169,1
150,171,171,1
151,114,113,1
152,456,455,1
153,297,296,1
154,354,352,1
155,111,109,1
156,342,341,1
157,867,866,1
158,147,146,1
159,996,996,1
160,207,206,1
161,768,767,1
162,579,578,1
163,993,991,1
164,774,774,1
165,723,721,1
166,942,942,1
167,57,56,1
168,657,657,1
169,483,483,1
170,699,698,1
171,981,979,1
172,777,775,1
173,156,155,1
174,231,231,1
175,873,872,1
176,747,745,1
177,168,168,1
178,216,215,1
179,927,927,1
180,690,689,1
181,261,260,1
182,846,846,1
183,396,394,1
184,567,566,1
185,27,26,1
186,987,986,1
187,759,758,1
188,165,165,1
189,258,256,1
190,453,452,1
191,627,625,1
192,288,288,1
193,246,246,1
194,285,285,1
195,438,437,1
196,420,418,1
197,309,309,1
198,258,257,1
199,165,163,1
200,291,289,1
201,297,297,1
202,303,302,1
203,162,161,1
204,771,771,1
205,375,375,1
206,879,877,1
207,636,636,1
208,960,960,1
209,591,591,1
210,258,256,1
211,864,862,1
212,327,326,1
213,867,866,1
214,210,210,1
215,777,776,1
216,240,239,1
217,516,516,1
218,90,90,1
219,42,40,1
220,318,316,1
221,426,426,1
222,120,119,1
223,948,948,1
224,741,741,1
225,270,269,1
226,966,964,1
227,726,725,1
228,807,806,1
229,558,557,1
230,525,525,1
231,150,149,1
232,933,932,1
233,168,167,1
234,690,688,1
235,921,920,1
236,918,917,1
237,744,743,1
238,735,733,1
239,999,998,1
240,204,203,1
241,879,878,1
242,807,806,1
243,351,351,1
244,699,697,1
245,870,868,1
246,129,127,1
247,117,117,1
248,174,172,1
249,726,726,1
250,639,638,1
251,798,797,1
252,666,666,1
253,585,585,1
254,435,435,1
255,453,453,1
256,135,134,1
257,36,36,1
258,315,313,1
259,303,303,1
260,450,449,1
261,930,930,1
262,21,19,1
263,414,412,1
264,570,570,1
265,381,381,1
266,927,927,1
267,27,26,1
268,783,783,1
269,414,412,1
270,831,830,1
271,672,670,1
272,411,409,1
273,510,509,1
274,642,641,1
275,882,882,1
276,348,348,1
277,492,491,1
278,813,813,1
279,42,40,1
280,933,931,1
281,66,64,1
282,768,768,1
283,237,236,1
284,18,16,1
285,555,555,1
286,954,953,1
287,390,389,1
288,810,809,1
289,588,588,1
290,36,35,1
291,261,259,1
292,789,788,1
293,450,450,1
294,972,970,1
295,987,986,1
296,195,195,1
297,828,827,1
298,372,371,1
299,735,734,1
300,537,536,1
301,117,116,1
302,738,736,1
303,327,325,1
304,732,730,1
305,636,636,1
306,555,554,1
307,801,799,1
308,189,189,1
309,462,461,1
310,366,364,1
311,801,801,1
312,486,486,1
313,180,179,1
314,735,734,1
315,309,309,1
316,750,748,1
317,204,202,1
318,288,287,1
319,186,186,1
320,432,432,1
321,843,843,1
322,300,298,1
323,780,778,1
324,327,325,1
325,969,967,1
326,147,145,1
327,798,798,1
328,609,608,1
329,354,354,1
330,588,588,1
331,861,860,1
332,168,168,1
333,930,929,1
334,981,979,1
335,531,529,1
336,240,238,1
337,60,60,1
338,321,319,1
339,696,695,1
340,630,630,1
341,381,380,1
342,270,269,1
343,840,840,1
344,813,812,1
345,69,69,1
346,252,250,1
347,18,16,1
348,456,456,1
349,285,285,1
350,759,759,1
351,504,502,1
352,978,978,1
353,627,626,1
354,87,86,1
355,876,875,1
356,990,989,1
357,624,624,1
358,987,986,1
359,33,32,1
360,312,311,1
361,984,984,1
362,693,691,1
363,708,708,1
364,873,871,1
365,756,754,1
366,327,327,1
367,780,780,1
368,672,670,1
369,933,931,1
370,42,42,1
371,66,65,1
372,744,742,1
373,351,351,1
374,54,54,1
375,6,5,1
376,597,597,1
377,465,464,1
378,564,563,1
379,309,309,1
380,180,179,1
381,582,580,1
382,480,480,1
383,519,519,1
384,105,103,1
385,828,826,1
386,72,71,1
387,270,269,1
388,279,277,1
389,765,765,1
390,486,484,1
391,810,809,1
392,732,730,1
393,696,695,1
394,984,982,1
395,264,262,1
396,30,30,1
397,312,311,1
398,204,204,1
399,21,21,1
400,657,656,1
401,909,907,1
402,297,297,1
403,285,284,1
404,975,973,1
405,990,990,1
406,147,145,1
407,336,336,1
408,564,562,1
409,402,402,1
410,675,673,1
411,333,332,1
412,798,796,1
413,393,391,1
414,114,114,1
415,408,407,1
416,369,367,1
417,411,410,1
418,438,437,1
419,114,114,1
420,603,603,1
421,879,878,1
422,663,663,1
423,423,423,1
424,336,336,1
425,567,566,1
426,225,223,1
427,645,643,1
428,477,475,1
429,105,104,1
430,333,331,1
431,555,555,1
432,648,646,1
433,621,619,1
434,303,302,1
435,444,442,1
436,789,787,1
437,123,121,1
438,462,460,1
439,114,113,1
440,42,41,1
441,789,789,1
442,294,292,1
443,687,686,1
444,447,445,1
445,495,494,1
446,141,141,1
447,501,501,1
448,723,722,1
449,594,594,1
450,393,393,1
451,282,281,1
452,273,273,1
453,507,507,1
454,636,636,1
455,261,259,1
456,747,745,1
457,327,325,1
458,693,692,1
459,825,825,1
460,954,952,1
461,822,821,1
462,963,963,1
463,984,984,1
464,552,551,1
465,357,355,1
466,288,288,1
467,84,82,1
468,849,849,1
469,609,608,1
470,210,209,1
471,225,225,1
472,837,835,1
473,744,744,1
474,420,420,1
475,954,953,1
476,87,86,1
477,642,641,1
478,738,737,1
479,939,937,1
480,504,504,1
481,738,738,1
482,297,297,1
483,267,266,1
484,192,190,1
485,540,540,1
486,33,33,1
